County,Category,Skilled_Construction_Worker,Status_of_Accreditation,Year_Accredited,Site_Supervisor,Class,Year_Accreditated_SS,Unacrredited,Number_applied,Gender,Age,Education,Other_Education,Q4,Q4_Others,Q5a,Q5b,Q5c,Q5cOthers,Q6,Q7a,Q7b,Q7c,Q8,Q8_Specify,Q9,Q9other,Q10,Q11,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q12m,Q12n,Q12o,Q12p,Q12q,Q12r,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q13l,Q13m,Q13n,Q13o,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q14n,Q15,Q16,Q17,Q18,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,X1_Awareness,X2_Training,X3_Financial,X4_Process,X5_Recognition_and_Value,X6_Support_System,X7_Stakeholder_committement,X8_Nature_of_Work,X9Legal_and_Institutional,X10_Devolved_Registration,X11Wages,Likelihood,Accreditation_Status,Probability,accreditation_status_2
NAIROBI,1,2,1,2017, , , , , ,1,3,3, ,1, ,MASON,2,1, ,1,2,2, ,2, ,2, ,2,7,7,7,7,6,5,5,1,4,4,1,1,1,1,7,7,7,7,7,4,4,1,4,3,4,5,2,4,4,2,4,3,6,1,1,1,1,1,6,6,3,3,6,3,7,7,5,7,NO BENEFIT,HIGH FEES,REDUCE FEES, ,-2.79983236954093,.269706413104019,-.221572427219094,1.50995514807571,1.26693175412283,-2.12256510345333,-.875882987068787,.400639246427306,.594709016260747,2.0131844449494,6.4,3.5,1,7,3.2,3.5,3.5,1,3.8,4.5,6.5,1, ,1,0
NAIROBI,1,3,1,2021, , , , , ,1,9,2, ,1, ,MASON,2,1, ,5,2,2, ,2, ,2, ,2,7,4,5,6,6,6,7,6,6,5,5,5,5,6,6,6,6,6,6,4,4,4,5,5,5,6,6,6,5,4,4,4,4,4,4,4,5,6,6,6,7,6,5,4,4,1,1,1,YES. JOB REQUIREMENT,LACK OF AWARENESS,ADVERTISING ON SOCIAL MEDIA AND ON SITE,MORE CARD RECOGNITION. ADD TRADES ON,-.482612963907598,.139618570000103,-.276700332648815,1.63391284001274,-1.4879693914221,.953916697733898,.525793671906869,-.0720247125009401,.797708133066932,-.415160285684292,5.4,6,5.25,6,4.4,5.33333333333333,4,4.33333333333333,6.2,4.5,1.75,1, ,1,0
NAIROBI,1,2,1,2021, , , , , ,1,3,2, ,1, ,PLUMBER,2,1, ,3,2,2, ,2, ,2, ,2,7,1,1,7,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,4,4,6,7,7,4,4,4,7,4,4,1,1,1,1,4,4,2,6,7,7,5,6,7,7,4,1,7,7,YES. JOB OPPORTUNITIES,LACK OF AWARENESS,MORE ON SITE VISITS, ,-.473843635646227,1.94290690246464,-1.51470716986138,1.25490111675901,.650532631148303,-1.78442427445184,-2.55139162089568,1.75732605227012,-.0518947696884534,-1.73234370117706,2.2,1,1,6.2,5.6,4.5,1,3.33333333333333,6.2,7,4.75,1, ,1,0
NAIROBI,1,2,1,2017, , , , , ,1,5,3, ,1, ,STEEL FIXER,1,2, ,1,2,2, ,2, ,1, ,2,7,1,1,7,5,5,1,1,1,1,1,1,1,1,1,6,6,5,6,3,3,1,4,3,4,3,3,6,2,1,4,4,4,2,1,4,7,1,6,1,3,2,7,6,4,1,1,3,NO BENEFIT,HIGH FEES,REMOVE FEES, ,-.850915420038824,1.21955591301886,-.764457206773648,1.01134778993063,-1.11780581734098,-1.1107356224208,-2.16763962318841,-.189828157324595,.807106942697623,-1.05633061444995,3.8,1,1,4.8,2.8,3.16666666666667,3.5,4,2.6,6.5,2.25,1, ,1,0
NAIROBI,1,3,1,2023, , , , , ,1,5,3, ,6, ,PLUMBER,1,4, ,5,1,1,U,2, ,1, ,3,7,7,5,7,7,5,7,7,7,7,6,5,1,3,1,7,3,5,1,1,1,7,4,5,7,3,1,5,5,7,2,5,3,5,4,4,1,1,7,7,1,1,7,7,1,1,1,1,YES. RECOGNITION.,NO ON SITE VISITS,MORE ON SITE VISITS,IMPROVE ONLINE REGISTRATION. PORTABL,-2.12729130786559,1.00242275029886,.373094100091868,-.89491163465001,-2.00485739933265,-.13029500054812,1.47782110607189,.590005684932278,.807744914835842,1.05274611065326,6.2,7,3.75,3.4,3.6,4.66666666666667,3.75,3,3.4,7,1,1, ,1,0
NAIROBI,1,3,1,2018, , , , , ,1,6,3, ,1, ,PLANT OPERATOR,1,2, ,3,2,2, ,2, ,2, ,4,7,7,7,1,3,7,7,7,7,7,3,7,1,1,7,7,1,1,1,7,7,7,4,5,7,5,3,3,5,4,7,5,7,7,7,7,7,7,6,5,3,4,7,5,5,5,4,3,YES. RECOGNITION.,LACK OF SENSTIZATION,REGULAR SENSITIZATION., ,1.00637362640913,-.184060843326374,1.45419905205002,-2.16693564575387,-.0738230459293008,-.780561143051646,1.07026622612767,.25027526085011,-.520967753921853,1.65380315544499,5,7,3,3.4,6,4.5,6.5,7,5,6,4.25,1, ,1,0
NAIROBI,1,3,1,2018, , , , , ,1,8,3, ,1, ,STORE KEEPER,1,2, ,5,2,2, ,2, ,2, ,5,5,5,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,1,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,4,1,1,1,1,YES,DELAY OF ISSUING CARDS,MORE EFFICIENCY IN PROCESSING, ,.234250028230738,.119967471378179,.114660820582253,-.403636585536338,-1.66848892372151,-.618377823634144,.796846941080814,.0147306312290824,-1.22707478580328,.184607002091833,3.4,5,2,2.6,5,3.66666666666667,5,5,3.4,4.5,1,1, ,.714285714285714,0
NAIROBI,1,2,1,2021, , , , , ,1,3,4, ,5, ,SURVEYOR,1,3, ,1,2,2, ,2, ,1, ,2,7,7,6,7,6,1,4,7,7,5,4,3,1,4,7,7,7,7,6,1,3,7,7,5,1,7,7,5,4,1,3,6,6,7,7,7,6,7,7,6,5,6,7,4,5,4,5,3,YES. ENSURES QUALIFIED WORKERS,OFFICE LOCATION. HIGH FEES. L,ON SITE VISITS ON BENEFITS,MORE MENTORSHIP & TRAINING PROGRAMS,.243507891100966,.751416504494245,-.349218233148845,1.58027609260715,-.219371332104471,-1.32396237430711,1.05782001183852,-.434253817225752,.892062179489003,-.571342885971566,5.4,5.75,3,6.8,4.6,4.16666666666667,5.5,6.66666666666667,6.2,5.5,4.25,1, ,1,0
NAIROBI,1,2,1,2019, , , , , ,1,4,2, ,1, ,CARPENTER,2,1, ,2,2,2, ,2, ,2, ,2,4,1,1,7,1,1,4,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,7,1,7,4,3,7,1,1,7,7,4,4,1,1,1,1,7,7,2,4,7,7,7,1,1,7,YES. JOB OPPORTUNITIES,HIGH FEES,REDUCE FEES, ,-3.34444286209813,2.83942864643006,.259687343123472,1.75460408417178,-.572635168523675,-1.60504452347164,-1.64851392818733,.641792794230794,.275482945163208,-1.56055668453592,2.2,1.75,1,7,2.2,3.83333333333333,5.5,1,4.2,7,4,99, ,.571428571428571,0
NAIROBI,1,3,1,2017, , , , , ,1,4,1, ,1, ,PLANT OPERATOR,2,1, ,3,2,2, ,2, ,2, ,3,7,7,7,7,4,7,5,5,5,4,7,7,7,1,4,7,1,1,7,1,1,4,7,4,4,7,1,7,4,4,4,7,7,4,1,4,4,4,7,7,1,4,7,7,7,1,1,1,NO BENEFIT,DELAY OF ISSUING CARDS,MORE EFFICIENCY IN PROCESSING, ,-2.20014173534014,1.59472626109145,.0258530032754841,-.785617187099426,-1.36078296333105,1.48079851178465,-.734226521322424,.491532897618656,1.5829237732112,.970965980778503,6.4,4.75,5.5,4,3.4,4.5,5.5,3,4.6,7,2.5,1, ,1,0
NAIROBI,1,3,1,2019, , , , , ,1,6,2, ,1, ,CARPENTER,1,2, ,4,2,2, ,2, ,2, ,2,7,7,7,7,7,7,7,7,5,5,7,4,5,7,7,7,1,1,7,7,7,7,7,5,6,6,7,4,7,1,7,7,6,7,7,7,7,7,7,4,4,4,4,4,1,7,7,1,YES. JOB OPPORTUNITIES,SALARY,BETTER WAGES FOR ACCREDITED, ,1.12498040133819,-1.2734681049602,.265922790604087,-.0390221025351173,-.313854429181162,.322518193043683,.502787913347486,.607788756564132,1.39263159847624,.984693609340787,7,6,5.75,4.6,6.6,5.16666666666667,6.75,7,5.2,4,4,1, ,1,0
NAIROBI,2, ,0, ,1, , ,1,2,1,7,3, ,2, ,ELECTRICIAN,1,2, ,5,2,2, ,2, ,2, ,3,7,1,1,1,1,7,5,7,1,1,3,7,1,1,7,1,1,1,1,7,7,7,7,1,1,1,1,7,1,1,1,1,1,1,1,2,7,2,1,3,1,1,1,1,1,1,1,3,YES.,NO BENEFIT,ENFORCE LAW. REGULATE WAGES, ,.653494063129034,-1.77452097359862,-.72211433683324,-1.18389157829512,-1.36209277258401,.643775026224533,-1.53025792825417,.34993428887545,.529319282938182,-.937332523985499,2.2,3.5,3,2.2,5.8,2,1,3.33333333333333,1.6,1,1.5,1,1,1,1
NAIROBI,2, ,0, ,1, , ,2, ,1,8,4, ,1, ,FOREMAN,2,1, ,5,2,2, ,2, ,2, ,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,3,2,2,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,3,YES. JOB OPPORTUNITIES,FEW SITE VISITS,MORE ON SITE VISITS, ,-.582710759842916,-.919333851532025,-.0865142566537537,1.03821184168454,-.129174819095498,.265544105859949,-.297362062390132,-.859955439552274,-.0312990414215899,.0261838966364941,4,4,4,5.2,3,3.5,3.75,3.66666666666667,3.6,4,3.5,99,0,.571428571428571,1
NAIROBI,2, ,1, ,2,1,2018, , ,1,6,4, ,1, ,FOREMAN,1,3, ,2,2,2, ,2, ,1, ,4,7,6,6,6,2,6,2,3,3,3,4,6,6,4,4,6,6,6,6,5,5,1,5,5,5,4,3,5,5,5,5,5,3,3,2,4,1,1,6,6,4,4,7,7,7,1,7,7,YES. JOB OPPORTUNITIES,LACK OF INFORMATION,SPREAD INFORMATION ON BENEFITS,MORE ON SITE VISITS,-1.97646701520143,1.24538107017824,-.482920091924257,.790626806224563,.801535248116132,.524923808064912,-1.3069907978286,.453991641612616,-.882844895475895,1.38202645007832,5.2,2.75,5,5.6,4.2,4.5,4,2.33333333333333,4.2,7,5.5,1, ,1,0
NAIROBI,2, ,0, ,1, , ,2, ,1,3,6, ,1, ,SAFETY OFFICER,1,3, ,2,1,2, ,1, ,1, ,4,7,1,1,5,4,3,6,7,7,7,4,4,7,1,4,4,4,4,1,5,5,5,4,4,4,4,4,2,5,4,2,3,4,3,5,4,5,3,7,5,6,4,7,5,2,1,1,4,YES. ITS THE LAW,LACK OF INFORMATION,SPREAD INFORMATION ON BENEFITS, ,-.0095228668003893,.559391148825705,-.6331822983926,.218264509886742,-.710474681509566,.07750493221435,1.7128452562032,-.278469005820923,-1.32345461260595,-1.08037312072805,2.8,6.75,4,3.4,4.6,3.83333333333333,3,4.66666666666667,5,6,2,1,0,1,1
NAIROBI,2, ,0, ,1, , ,2, ,1,5,5, ,6, ,FOREMAN,2,3, ,4,1,2, ,2, ,2, ,7,7,7,7,7,1,5,7,7,7,7,7,7,1,1,7,7,1,1,1,5,5,5,1,6,7,7,1,1,4,7,7,4,1,1,1,1,5,5,7,7,3,1,7,6,6,1,1,7,YES. SUPPORTIVE TO WORKERS,NOT INTERESTED,ENFORCEMENT, ,-2.07961800986532,1.01229341567605,.192483591024938,-2.2334791749676,-.329448077631339,.440743734492167,.807204878930631,1.06770498147338,-.703180238131382,2.97089050555743,5.4,7,4,3.4,4.4,4.5,3.25,2.33333333333333,4.6,6.5,3.75,1,0,1,1
NAIROBI,2, ,1, ,2,1,2018, , ,1,4,2, ,1, ,FOREMAN,1,2, ,4,2,2, ,2, ,1, ,2,7,7,7,7,1,7,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,4,1,3,3,3,1,3,2,3,4,3,4,1,1,1,3,3,2,4,3,4,3,5,1,7,7,YES. EMPLOYERS CONFIDENCE,DELAY OF ISSUING CARDS. CONFU,MORE EFFICIENCY IN PROCESSING, ,-2.73971371206316,-.688955536408076,.0936791144271591,1.64209128776873,.895621404785368,-1.97888009220223,-1.8486866405655,-.212363313511743,.762351278819423,1.91160259274958,5.8,1,1,7,1.6,2.5,3.5,1,3,3.5,5,1, ,1,0
LAIKIPIA,2, ,1, ,2,1,2014, , ,1,5,5, ,1, ,FOREMAN,1,2, ,5,2,2, ,1,I,2, ,8,7,7,7,4,1,4,5,7,5,5,6,7,5,1,4,4,4,4,6,7,6,7,4,7,7,7,7,4,4,4,6,6,6,7,6,7,4,6,4,1,4,4,4,4,4,4,4,4,YES. ENSURES COMPETENCE,NO ON SITE VISITS,REGULAR ON SITE VISITS,ENSURE GOOD RELATIONSHIP WITH CONSTR,.627938215322551,-2.07310003757653,.957686070368166,-.323495883368086,-.0960368691497565,.438707056950718,.2581156719252,1.32820703188233,-.345025842215772,.918448100430892,4.6,5.5,4.75,4.4,6.2,5.5,6.25,5.66666666666667,3.8,4,4,1, ,1,0
MURANGA,2, ,0, ,1, , ,2, ,1,7,5, ,2, ,CABLE INSTALLER,2,1, ,5,1,2, ,2, ,1, ,6,5,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,6,5,4,5,6,7,5,5,5,7,6,7,6,7,7,6,6,6,5,6,6,5,6,6,6,5,6,6,6,5,6,6,YES. HELPS WORKERS IN TERMS OF POO, ,REGULATE WAGES, ,-.0787287897804245,.157502504432706,.97263381173859,.18223234030644,.519522250716469,.660181212015808,.096324404429122,.117017111400766,.382412390333062,.473678032104281,6,6,5.25,5.4,5.6,6.33333333333333,6.25,5.66666666666667,5.6,6,5.75,1,0,.714285714285714,1
NYERI,2, ,0, ,1, , ,2, ,1,2,6, ,1, ,FOREMAN,1,3, ,1,1,2, ,2, ,1, ,2,5,1,1,7,1,7,7,7,7,5,6,6,1,1,4,4,4,4,4,1,1,1,4,6,7,4,1,7,4,4,1,7,4,7,6,4,5,1,1,1,4,4,1,1,1,1,1,1,YES. RECOGNITION.,LACK OF INFORMATION,SPREAD AWARENESS IN INDUSTRY AND LEARNIN, ,-1.21580631151414,-2.00614183841945,1.51372531257103,.0701235302252215,-1.96898374090466,.402382801603545,1.59357081362652,.158734545864171,1.53552746181729,-2.15985881060336,3.4,6.5,3.5,4,2.6,4.5,4.75,5,2.2,1,1,1,0,.714285714285714,1
NYERI,2, ,0, ,1, , ,2, ,1,3,6, ,0, ,FOREMAN,1,3, ,1,2,2, ,2, ,1, ,4,5,1,1,7,4,7,6,7,4,4,7,7,1,1,6,7,1,1,1,1,1,1,3,3,3,5,5,2,2,4,2,4,2,4,5,3,5,3,5,2,3,4,1,3,4,5,7,7,YES. ENSURES COMPETENCE,DELAY OF ISSUING CARDS,SPREAD INFORMATION ON BENEFITS. TIMELY P, ,-1.51906535984814,-.748563247573392,.271907641680304,-1.46427923246445,.99561740495811,.455555176395655,.616372415813264,-.630284491098868,1.67602665387792,-1.17454057685462,4,5.25,4,3.2,1.8,3.5,3,4.33333333333333,3.4,2,5.75,1,0,.714285714285714,1
NYERI,2, ,1, ,2,1,2009, , ,1,4,3, ,1, ,FOREMAN,1,2, ,3,2,2, ,2, ,1, ,4,3,7,7,7,7,7,4,7,7,7,7,7,1,1,4,7,4,7,1,7,7,7,4,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,1,1,7,YES. JOB OPPORTUNITIES,DELAY OF PROCESSING CARDS,MORE EFFICIENCY IN PROCESSING, ,.554771086839079,.526148461193198,2.23381503855837,-1.31900688675626,-.385520065366913,-.121045371824375,.155793520042559,-.0521750211436763,.44150599115473,1.42517983361769,7,6.25,4,4.6,6.4,6,7,7,5.8,7,4,0, ,.428571428571429,0
NYERI,2, ,1, ,2,1,2017, , ,1,7,5, ,7, ,FOREMAN,1,3, ,4,1,2, ,2, ,2, ,4,7,7,7,7,7,7,6,6,6,6,6,4,5,5,5,4,1,7,7,6,6,6,5,5,6,5,6,5,5,6,6,5,6,6,2,3,4,5,4,5,5,6,6,7,7,7,7,7,YES. EXPOSURE,CARDS NOT DELIVERED,DELIVER CARDS, ,-.876928731953041,-.435263538555049,.225368640596515,-.0982255914884236,1.79964090727438,.198027647152622,-.15173320460476,.831336826292213,.927992064690837,1.31426692325837,7,6,5,4.8,5.6,5.5,5.75,3,5,6.5,7,1, ,1,0
KIAMBU,2, ,1, ,2,3,2018, , ,1,4,2, ,1, ,FOREMAN,1,2, ,3,2,2, ,2, ,1, ,4,7,4,7,1,7,1,1,7,7,4,1,7,1,1,7,7,7,1,1,7,7,7,4,4,7,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,4,YES. JOB OPPORTUNITIES,LACK OF AWARENESS,MORE ON SITE TRAINING, ,1.0634479163736,1.33582831100632,2.09190052488854,-1.33993437288006,.930938522579751,-1.51987252769065,.247730029623289,-.919471646754235,-.932361690818019,.502619230766909,4,4.75,2.5,4.6,5.8,5.5,7,7,6.4,7,6.25,1, ,1,0
KIAMBU,2, ,1, ,2,1,2021, , ,1,8,4, ,1, ,FOREMAN,2,1, ,5,2,2, ,2, ,2, ,5,7,1,2,3,4,4,4,3,2,3,1,2,1,3,2,2,1,1,2,1,2,3,2,2,3,2,2,2,3,3,2,2,2,3,1,2,2,3,3,3,2,1,2,3,3,2,1,2,YES. JOB OPPORTUNITIES,HIGH FEES,WAIVER ON THE FEE, ,-1.24648450722993,-.911647984342005,-.00441643690810703,-.925673884993639,-.5318806735959,-.473314360777177,-.636693851278977,-.544970879355646,.275568141397643,-.505207095811914,2.8,3,1.75,1.6,2,2.5,2.25,1.66666666666667,2.4,2.5,2,1, ,1,0
KITUI,1, ,0, ,1, , ,2, ,1,4,2, ,1, ,PAINTER,2,1, ,4,1,2, ,2, ,4, ,1,7, , , ,3, , ,1,4, , , ,5, , , ,2,4,1,6, ,1, ,3, ,1, ,1, ,7, ,6,3,5,2,2,2,1, ,5, ,3, ,5, ,4,5,1,NO, , , ,-1.64846435504393,.0751988270933842,.602551157005787,-.442803101339062,.153474844372964,.475930217123921,-.334894560187088,-.192279160060272,-1.11909887066687,1.20279670120222,3,2.5,5,2.33333333333333,3.33333333333333,3,4.66666666666667,2,3,5,3.33333333333333,1,0,1,1
KITUI,1, ,0, ,1, , ,2, ,1,8,2, ,0, ,MASON,2,1, ,5,2, , ,2, , , ,2,4,1,1,1,1,1,6,6,2,5,6,2,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,4,4,4,4,4,1,1,1,1,1,2,1,2,2,6,1,YES.,LACK OF INFRASTRUCTURE. INSUF,SENSITIZATION,ENFORCE LABOUR LAWS,.258337715272162,-2.63945730695733,-.994804297378229,-.0339119192202888,-.233929960418588,.0947792290826474,.783793852865775,.821089030944616,-.794615318792878,-1.61777492687163,1,4.75,4,2.2,4,2.5,3,4,1,1.5,2.75,99,0,.571428571428571,1
KITUI,1, ,0, ,1, , ,1,1,1,6,2, ,6, ,MASON,2,1, ,5,2, , ,2, ,2, ,2,6,1,1,1,5,1,5,5,6,7,1,5,4,4,4,4,4,4,4,5,6,5,5,6,4,1,5,1,4,1,5,1,4,4,5,6,1,1,5,5,1,1,5,5,1,1,1,1,NO.,LACK OF INFORMATION, , ,-.171124517097027,-.33798149307793,-.830877183710586,.954276480392543,-1.52455820040366,-.733142557723491,1.56397794536593,.881773811935505,-1.87056175602686,-.875713445129646,1.8,5.75,3.5,4,5.4,2.66666666666667,3.5,4,2.6,5,1,1,1,.857142857142857,1
MAKUENI,1, ,0, ,1, , ,2, ,1,4,1, ,6, ,MASON,2,1, ,3,2, , ,2, ,2, ,2,5,1,1,3,1,1,6,1,1,6,2,4,4,4,4,4,4,4,4,1,1,4,1,5,1,1,5,1,1,1,1,2,1,4,5,6,1,1,1,1,5,1,1,1,1,1,1,2,YES. NEEDS IMPROVEMENT,HIGH FEES,REDUCE FEES, ,-.417871359010338,-1.83395381924498,-1.23198917211721,1.55001513630799,-1.21740077835077,.493792063142182,.292336408999009,-.715969622560918,-.997722166411201,-1.35999232988179,1.4,3.5,3.5,4,2.4,1.66666666666667,2,4,1.8,1,1.25,1,0,.714285714285714,1
MAKUENI,1, ,0, ,1, , ,2, ,1,6,2, ,1, ,MASON,2,1, ,4,2, , ,2, ,2, ,2,4,6,6,2,2,6,6,6,1,1,6,6,4,4,1,1,1,1,4,6,6,6,6,6,4,2,2,5,2,5,5,5,2,2,5,5,5,3,5,5,4,3,5,5,1,1,1,1,YES,LACK OF INFORMATION AND ENFOR,STRICTER ENFORCEMENT. MORE SENSITIZATION, ,1.35961650812184,-.323329438339264,-.819953097385624,-1.34790466246685,-1.50248398938048,1.73933308046267,-1.52681629731268,-.162511479196048,-.244699041171357,.849171432201946,4.4,3.5,5,1.6,6,3.33333333333333,3.5,5,4,5,1,99,0,.571428571428571,1
MAKUENI,1, ,0, ,1, , ,2, ,1,5,2, ,0, ,MASON,2,1, ,5,2, , ,2, ,2, ,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, , , , ,.588745885091152,.315970700251427,.530177559976543,1.19439322382722,1.08273195697603,.977536432908731,.547146029229786,.428402185029759,.409601377795747,.404512099081348,7,7,7,7,7,7,7,7,7,7,7,99,0,.571428571428571,1
MACHAKOS,1, ,0, ,1, , ,2, ,1,3,1, ,0, ,CARPENTER,2,1, ,4,2, , ,2, ,2, ,3,2,2,2,6,2,2,2,2,2,2,2,3,4,4,2,6,3,3,4,1,1,5,5,5,3,3,3,5,1,3,2,2,1,1,5,5,5,1,1,2,3,1,1,2,2,2,2,2,YES,LACK OF INFORMATION,SENSITIZATION, ,-.252097835083243,-1.31858345411738,-1.59295974414926,1.00202252611094,-1.19916857082566,.316732344013778,-.734578444656656,.259876164127527,.0162510056515579,-1.00637091120778,2.8,2,3.25,3.6,3.4,3,1.5,5,1.6,1.5,2,0,0,.285714285714286,1
MACHAKOS,1, ,0, ,1, , ,2, ,1,5,2, ,2, ,MASON,2,1, ,4,2, , ,2, ,1, ,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,YES. JOB OPPORTUNITIES, , , ,.588745885091152,.315970700251427,.530177559976543,1.19439322382722,1.08273195697603,.977536432908731,.547146029229786,.428402185029759,.409601377795747,.404512099081348,7,7,7,7,7,7,7,7,7,7,7,1,0,1,1
MACHAKOS,1, ,0, ,1, , ,2, ,1,3,2, ,6, ,STEEL FIXER,2,1, ,2,2, , ,2, , , ,2,4,5,4,5,4,5,6,4,4,4,4,5,3,4,5,5,7,4,4,5,7,4,4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,7,4,5,5,7,4,6,7,6,YES, , , ,.160316914423275,.2311575089615,.0813877861357434,.0942227983022281,1.00201258721865,-.252252975851472,-.693459145725513,-.32062406909092,.525176693172434,-.242490357753125,4.6,4.5,4,5,4.8,4.5,4.5,5,5,6,5.75,99,0,.571428571428571,1
MACHAKOS,1, ,0, ,1, , ,1,1,1,4,2, ,2, ,CARPENTER,2,1, ,1,1,2, ,2, ,3, ,2,2,1,5,7,7,1,7,7,7,1,1,1,2,1,1,7,4,3,1,5,7,7,7,7,6,6,6,7,1,4,1,4,6,7,7,6,7,5,6,7,1,6,7,7,1,1,1,4,YES,LACK OF INFORMATION,MORE INFORMATION, ,1.26704088336104,1.20320783121468,-.353830003208657,-.485791091784317,-1.28836542338231,-2.47911140724003,.648361005114919,1.19822223569074,1.52223417992567,-2.09138669600012,4.2,5.5,1.25,3.2,6.6,5,4.5,6.66666666666667,5,7,1.75,0,1,.285714285714286,1
MACHAKOS,1, ,0, ,1, , ,2, ,1,4,2, ,0, ,STEEL FIXER,2,1, ,2,2, , ,2, ,2, ,1,6,1,1,1,1,1,6,1,1,6,6,6,4,4,4,4,4,4,4,1,1,7,4,7,4,1,1,1,1,1,1,1,4,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,YES,PROCESS IS HARD,CREATE AWARENESS, ,.176671264750777,-1.62702063305983,-1.56360419760413,1.2273718492656,-1.84671362732252,1.01347673026826,-.259279019608222,.327633108879098,-.979927191684084,-1.43169307018426,1,3.5,5,4,4,1.5,1.75,4.33333333333333,2,1,1,1,0,.857142857142857,1
MACHAKOS,1, ,0, ,1, , ,2, ,1,3,1, ,6, ,"MASON, STEEL F.",2,1, ,2,2, , ,2, ,2, ,2,3,5,4,4, , , , , , ,1, ,4, , , , , ,4,6,6,6,5,5,3,6,2,2,1,1,1,1,4,4,4,6,6,1,3,4,3,4,3,4,1,1,1,4,YES, , , ,.876654055659188,-.91634230001787,-1.73150660907099,.90285201160634,-1.06101439338176,-.874349705910074,.302445228532258,.594246505327519,-.208347525526451,.060271553132745,4.33333333333333, ,2.5,4,5.6,2.5,2.5,5.33333333333333,3,3.5,1.75,0,0,.428571428571429,1
MACHAKOS,1, ,0, ,1, , ,1,1,1,4,1, ,5, ,CARPENTER,2,1, ,3,2, , ,2, ,2, ,3,3,5,5,5,5,7,7,7,7,4,4,1,1,1,4,5,4,3,2,3,3,4,5,3,1,1,1,1,1,1,1,3,5,1,3,5,5,5,7,5,7,7,7,7,3,4,1,1,YES,LACK OF INFORMATION,MORE INFORMATION, ,.498398253237836,1.35510806136665,-1.77113440159277,-.231822259523667,-.381076939976397,-1.06088068333461,.625602943578514,-2.22046343648056,.891782248358621,.547295237069434,5.4,6.25,1.75,3.6,3.6,1,2.5,4.33333333333333,6.2,7,2.25,0,1,.428571428571429,1
MACHAKOS,1, ,0, ,1, , ,1,1,1,6,1, ,1, ,CARPENTER,2,1, ,2,2, , ,2, ,2, ,2,4,3,1,1,1,6,6,6,6,5,5, ,3,2,1,1,1,2,4,2,6,6,6,6,6,5,5,5,6,6,3,2,2,2,6,6,6,6,1,2,2,2,2,3,1,1,1,1,YES, , , ,.83267002270131,-2.27388367785837,-.00842513261918738,-1.23336625040467,-1.54743724005895,1.05655648916951,.336193925988606,1.93128085894073,-.121378276112818,-1.38534509138141,2.4,5.75,3.33333333333333,1.8,5.2,5.5,2.25,6,2.6,2.5,1,99,1,.571428571428571,1
KAJIADO,1, ,0, ,1, , ,2, ,1,1,2, ,3, ,MASON,2,1, ,1,2, , ,2, ,3, ,2,7,1,2,7, ,7,7,7,4,1,5,1,4,4,4,4,4,4,4,7,7,7,1,4,7,7,1,1,1,1,7,3,5,3,6,2, ,4,2, ,4,4,2,2,4,7,5,7,NO BENEFIT, ,TRAINING AND SUPPORT,TRAINING. ENFORCEMENT,1.04808279338984,-2.4344971823812,-.479933103558371,.197619154396166,1.26325970092599,-1.22552845081764,.0370165056361223,.00221326807838969,1.29635914759796,-.377551310472191,4.25,4.75,3.5,4,5.2,3,4.5,4,3.5,2,5.75,1,0,1,1
